0,garciajanella,happi,th,joshnella,congratul,iamjoshuagarcia,nnjoshuaforjollibe,,,,,,,,,,,,,,,,
1,markbeomnyoung,uddudcd,know,talk,right,ium,realli,happynnuddudcd,know,guy,got,got,youru,,,,,,,,,,
2,russdiemon,summer,slept,onitu,super,special,soul,pleasur,experienc,short,period,tu,,,,,,,,,,,
3,queendesonya,yuall,spent,ass,month,ruin,jordyn,life,nigga,yuall,cool,weirdo,activ,fr,,,,,,,,,
4,simonebil,amaz,right,thing,independ,investig,,,,,,,,,,,,,,,,,
5,mostrequestedl,want,hear,btstwt,featsia,mostrequestl,happi,hear,itudeudd,,,,,,,,,,,,,,
6,emiru,happi,birthday,,,,,,,,,,,,,,,,,,,,
7,uddudcaucueubucahappi,bihdayuddudca,,,,,,,,,,,,,,,,,,,,,
8,communista,happi,socialistsunday,comrad,let,forget,love,one,palestin,brethren,lebanon,,,,,,,,,,,,
9,misstannaebabi,care,kid,passion,,,,,,,,,,,,,,,,,,,
10,petridish,crampel,happi,bihday,,,,,,,,,,,,,,,,,,,
11,bobonghugot,cherophobia,fear,happi,believ,everytim,feel,happi,,,,,,,,,,,,,,,
12,yibob,happi,birthday,,,,,,,,,,,,,,,,,,,,
13,happi,sunday,dunia,akan,selalu,berbahaya,dan,terjadi,banyak,hal,yang,buruk,pada,kita,tetapi,berbuat,baik,kepada,bu,,,,
14,hope,happi,healthi,rn,,,,,,,,,,,,,,,,,,,
15,sugun,happi,birthday,naliaa,ney,uddudccnsmil,uddud,nlip,uddud,nbollywood,queen,uddudef,nhappybirthdayaliabhatt,,,,,,,,,,
16,lightmeup,happi,wenren,day,uufefuddudcnucecub,wendi,ububdcubcaubcbnucucubb,iren,ububdcubefubeff,,,,,,,,,,,,,,
17,shirlexiat,happi,sunday,uufefnnmewsuppasit,nn,,,,,,,,,,,,,,,,,,
18,kpopmeent,happi,birthday,astrou,leader,jinjin,uddudcahi,angel,smile,warm,anyoneu,heart,uufefn,naroha,,,,,,,,,
19,ufuaufuueuduaauuuhappyuuuauudubuubuuuduufauuaufuuuuuubuddud,,,,,,,,,,,,,,,,,,,,,,
20,yeoffici,udcudf,happi,haeun,day,udcudfnucubdcucuc,uducucuc,ucdduccuc,ucdududubcubeuddudccnny,ucubdcucuc,haeun,uduc,happyhaeunday,,,,,,,,,,
21,happi,th,anniversaryuddudcanubucucaudbucduaccucaubaubeucecubfubcucfubdnnuestthshowtimenucub,aron,ubucucaudb,nuest,,,,,,,,,,,,,,,,,
22,todo,mi,main,dio,quiero,llorar,que,lindoudeudd,,,,,,,,,,,,,,,
23,astrodistort,happi,birthday,king,ucbubacucucducucubacubuccucbucdduccucdudud,,,,,,,,,,,,,,,,,,
24,lapinhg,happi,whitedayuddudcudeuddduddudcd,,,,,,,,,,,,,,,,,,,,
25,simonebil,amaz,right,thing,independ,investig,,,,,,,,,,,,,,,,,
26,hate,mf,canut,stand,happi,do,love,tri,destroy,ainuu,,,,,,,,,,,,,
27,usbtsarmi,happi,saturday,mostrequestl,uddudccnnit,amaz,hear,btstwt,ft,sia,play,mostrequestedlivu,,,,,,,,,,,
28,chuusbin,hey,mel,hope,rmb,uddud,im,happi,feel,great,im,rare,nice,,,,,,,,,,
29,tentenyurina,uuufufcuffuffueufubuucufufcuddudebufunubuuuddudea,,,,,,,,,,,,,,,,,,,,,
30,flykiarafli,happi,birthday,aliaa,surpris,ur,talent,blind,ur,beauti,uddud,love,,,,,,,,,,,
31,omogbajabiamila,carbak,oven,cost,million,naira,bought,,,,,,,,,,,,,,,,
32,yyqueen,happi,white,valentin,daynuddudccuddudcuddudcnuuebucueububufu,ntoiletboundhanakokun,njibakushounenhanakokun,ntbhk,jshk,,,,,,,,,,,,,,
33,xiaozhanbabi,happi,birthday,babi,boy,mwah,mwah,ufucufbufueufebu,happycycday,,,,,,,,,,,,,,
34,industrynewsmag,happi,rd,birthday,artist,gymnast,,,,,,,,,,,,,,,,,
35,rrrmovi,here,wish,best,phenomen,actor,charm,person,happi,birthday,aliaa,wait,ju,,,,,,,,,,
36,wetrustsoap,leader,,,,,,,,,,,,,,,,,,,,,
37,jchaeyoeni,thank,,,,,,,,,,,,,,,,,,,,,
38,joeypswagg,genuin,look,happi,love,uddud,,,,,,,,,,,,,,,,,
39,trendykaam,happi,uddudcuddudc,,,,,,,,,,,,,,,,,,,,
40,lucklifeinfo,uffcudcudfhappi,happi,birthdayudcudfufffnuuuufdcufuuufuuubuudueuaubuuucueueucuafueuaududeueeueuaufueuufceuueuufufcufcufcuuddudcfnueubuuuubuuueufuuddudcduddudcnnucueuueufuudubuyoutub,liveuufudufeu,,,,,,,,,,,,,,,,,,
41,literarystefan,need,cheer,ium,happi,perform,live,action,poorli,obu,,,,,,,,,,,,,
42,sfeanrdin,want,happi,,,,,,,,,,,,,,,,,,,,
43,danawhit,happi,birthday,chuck,norri,,,,,,,,,,,,,,,,,,
44,sidharthshukla,wish,special,women,life,mother,amp,sister,happi,women,day,neetu,miss,inu,,,,,,,,,
45,kungscnct,happi,white,dayuddudda,,,,,,,,,,,,,,,,,,,
46,asiuhh,happi,day,ucudcudffeuddud,,,,,,,,,,,,,,,,,,,
47,let,die,,,,,,,,,,,,,,,,,,,,,
48,sldebysideblur,ucpeopl,assholesud,liam,spoke,,,,,,,,,,,,,,,,,,
49,vicegandalif,make,happi,,,,,,,,,,,,,,,,,,,,
50,whittynovel,liter,sob,look,cover,actual,think,,,,,,,,,,,,,,,,
51,brucefranksjr,happi,bihday,beauti,princess,,,,,,,,,,,,,,,,,,
52,just,saw,photo,nephew,bihday,parti,today,look,massiv,depress,looku,,,,,,,,,,,,
53,lanetong,uddudduanhappi,white,valentin,dayuddudcd,,,,,,,,,,,,,,,,,,
54,nctconfess,nctea,stop,scrollinnn,rt,tweetn,chang,locat,korean,repli,nct,live,ucducdcudf,alwayu,,,,,,,,,
55,rrrmovi,here,wish,best,phenomen,actor,charm,person,happi,birthday,aliaa,wait,ju,,,,,,,,,,
56,shrofffrom,wish,happi,birthdaynaliaa,uddudcabudcudf,nnhappybirthdayaliabhattntigershroff,hookup,,,,,,,,,,,,,,,,
57,impeachii,ueueueuedueueueueu,ueueueueueueuedu,happi,birthday,ueuedueaueueuebueuedueueueueueaueueueueueueueuedueueueueueueueu,ueueeueueuedueuebueueueuea,ueue,ueueueueueueueueueueueueueueueueue,uddud,uebueueueueueueueueuedueueuedueueueueueu,,,,,,,,,,,,
58,hurnenpvqph,welcom,happi,marchudcudfudcudfudcudfudcudfudcudfudcudfudcudfudcudfudcudfudcudfudcudfudcudfudcudfudcudfnufuufeeufduufeeuufuufeeufduufeeuufuufeeufduufeeuufuufeeufduufeeuufuufeeufdnminamiizu,town,,,,,,,,,,,,,,,,,,
59,happi,sta,sunday,nn,art,anim,music,joy,artist,,,,,,,,,,,,,,
60,impeaceboy,happi,morn,uddudeduufefuddudcudduddaufef,nn,special,day,arriv,thalapathi,sunday,suntv,pm,nnmaster,uu,actorvijaynwaitingfortu,,,,,,,,
61,gardenofero,updat,id,happi,watch,,,,,,,,,,,,,,,,,,
62,ucuuf,,,,,,,,,,,,,,,,,,,,,,
63,nctconfess,nct,life,ucducdcudf,cheer,kickit,song,happi,nctkickitufef,wu,,,,,,,,,,,,,
64,lifeofayemami,time,thing,make,feel,happi,aliv,uddudea,,,,,,,,,,,,,,,
65,ligiam,happi,saturday,nat,sea,life,beautifulnudeuddaudeuddaudcudfaudeuddaudeuddaudcudfbudeuddaudeuddaudcudfaudeuddaudeudda,,,,,,,,,,,,,,,,
66,hystweet,happi,sunday,slow,motion,uddudcudcudf,,,,,,,,,,,,,,,,,
67,morn,hellosneveri,singl,daynto,get,angri,madni,happi,,,,,,,,,,,,,,,
68,happi,sunday,yuall,spread,love,viru,udeudda,,,,,,,,,,,,,,,,
69,rrrmovi,aliaa,happi,bihday,darl,,,,,,,,,,,,,,,,,,
70,inesmag,hoy,gratisnreason,happi,nhow,achiev,ninglu,espaufolnprologu,,,,,,,,,,,,,,,
71,yoshinoyagyudon,uffcudcudfucauubu,uuhappi,birthdayudcudfufffnuduecubcufucuauuduuueubudaubueuebufubunucauubuuuubuaufuuauecuubduuuduecubcufucuddudednnudduddaufdcudfubucdnuyoshinoyagyudon,uuduauedufcnuuueucuaufcucurtnuuu,,,,,,,,,,,,,,,,,,
72,samudioooo,happi,th,loveee,koo,ilovey,poooo,mwaaauddudeauddudc,,,,,,,,,,,,,,,
73,happi,bihday,udeuddudeudd,,,,,,,,,,,,,,,,,,,,
74,salenazito,happi,pi,day,dad,daughter,husband,rehears,dinner,coupl,year,ago,ye,ofu,,,,,,,,,
75,beingsalmankhan,happi,birthday,laal,singh,chaddha,aamirkhan,,,,,,,,,,,,,,,,
76,jmmhguevarra,belat,happi,bihday,daw,hahahaha,,,,,,,,,,,,,,,,,
77,heelmik,morn,dad,pass,away,yesterday,happi,talk,singl,day,aboutu,,,,,,,,,,,,
78,xplusbyph,giveawaynn,fli,high,photobook,pagesn,dohyon,happi,day,pcn,yohan,pvc,pcn,dongpyo,fansit,stickersnnrulesnu,,,,,,,
79,justinamash,peopl,rightli,denounc,trumpu,abus,power,perfectli,happi,pelosi,pass,ciu,,,,,,,,,,,
80,yodabau,morn,want,subtweet,salt,timelin,knew,wouldnut,help,iu,,,,,,,,,,,,,
81,animsnerva,happi,birthday,nervaknight,smutti,tabl,,,,,,,,,,,,,,,,,
82,dearmh,happi,nuuest,day,event,nnunubucucaudb,ucfcubuc,uaeubuduccnuccuccudc,ucubcaudbubc,uacucucucbubcubennunuaeuac,nuccucecubcubc,rtnnunucucudc,ucacudduc,ucub,ucacucc,uccuaceuducfcucucu,,,,,,,
83,happi,bihday,nudcudfudcudfudcudfudcudfudcudfudcudfudcudfudcudfudcudfudcudf,,,,,,,,,,,,,,,,,,,,
84,uddud,awe,just,fuck,happi,man,udeudd,,,,,,,,,,,,,,,,
85,michellyboo,actual,happi,rememb,hahaha,,,,,,,,,,,,,,,,,,
86,hai,gwapa,jijayyyyyyy,happi,bihday,,,,,,,,,,,,,,,,,,
87,ainut,hereuddudeuddud,,,,,,,,,,,,,,,,,,,,,
88,mariafiborrini,havenlust,simonham,noriettasrecip,nkeke,nsachin,nzofia,nhimanshuroy,nthank,tou,,,,,,,,,,,,,
89,sarahjanecheeki,icon,yoongi,moment,sum,secondsnnor,happi,birthday,ueududdudnhappybirthdayyoongi,btstwt,,,,,,,,,,,,,
90,radiodisney,happi,pidayudeudd,taylorswift,,,,,,,,,,,,,,,,,,,
91,im,happi,yall,fuck,ye,,,,,,,,,,,,,,,,,,
92,larahfrancisco,happi,bihday,,,,,,,,,,,,,,,,,,,,
93,mochilatta,decid,jikook,fli,mic,drop,thank,make,happi,uddudeuddudd,,,,,,,,,,,,,
94,ito,talaga,ang,totoo,si,ms,nora,calderon,pa,nga,ang,nagpa,totoo,na,sila,alden,amp,main,ang,nag,lusong,sa,tubigu
95,teuk,fan,comment,,,,,,,,,,,,,,,,,,,,
96,matthardybrand,did,wwe,amp,jeff,complet,free,use,twist,fate,chang,came,end,wouldnut,eu,,,,,,,,
97,todoiuv,small,account,relat,uddudea,idea,happi,make,udeudda,,,,,,,,,,,,,,
98,sun,,,,,,,,,,,,,,,,,,,,,,
99,troglodyt,day,bare,move,happi,,,,,,,,,,,,,,,,,,
100,bp,fan,bia,stay,happi,suppo,stan,guy,stop,draggu,,,,,,,,,,,,,
101,happi,bihday,,,,,,,,,,,,,,,,,,,,,
102,muhdnajib,sad,happi,happi,bc,wouldnut,care,sad,,,,,,,,,,,,,,,
103,happi,bday,brooooo,uufefuddudd,,,,,,,,,,,,,,,,,,,
104,aww,pepita,beauti,girl,,,,,,,,,,,,,,,,,,,
105,mumejkt,happi,sunday,dari,akouddudcb,,,,,,,,,,,,,,,,,,
106,suborachan,wanurinn,happi,bihday,abang,aiman,,,,,,,,,,,,,,,,,
107,wasther,ueaueueueueueueueueuefueueueueueueueueueueueueueueueueueueueueueueueueueueueueuebuefueueaueueueueueueaueaueueuedueueueueueuecnnueueueaueueueueueueueueueueueueueueueuebueueueueueueueuedueueueueueueueueueueueueueaueueueueuedu,ethnic,cleanu,,,,,,,,,,,,,,,,,,,
108,simonebil,amaz,right,thing,independ,investig,,,,,,,,,,,,,,,,,
109,adonyn,zooptopiabeastar,crossov,art,just,want,cinnamon,roll,happi,,,,,,,,,,,,,,
110,zeinabharak,ranabelz,happi,bihday,ate,ranabelz,iloveyouusomuch,mwahhuufefuufef,,,,,,,,,,,,,,,
111,zhanzhanth,ueaueueaueueueueueueaueueueuebueuebueuebuedueuecueueueueueuecueuedueueueueueeueueueueu,song,ueueuenhappi,sunday,ueueueaueueueueueue,,,,,,,,,,,,,,,,,
112,fanboyhyung,warn,triggeringnactu,,,,,,,,,,,,,,,,,,,,
113,aa,today,amaz,ni,got,suppli,nthank,birthday,draw,happi,birthday,,,,,,,,,,,,
114,gopale,wud,happi,muslim,start,realiz,possibl,deceiv,hindu,bhaichara,jorgan,du,,,,,,,,,,,
115,ein,onairromeo,mostrequestl,btstwt,happi,saturday,onairromeo,mostrequestl,crew,weur,send,ouru,,,,,,,,,,,
116,wanderstruck,iren,hotpack,wendi,want,check,hotpack,warmth,iren,wu,,,,,,,,,,,,,
117,lagosisnbg,billion,love,instagood,africa,africafashion,photooftheday,fashion,beauti,happi,cuteu,,,,,,,,,,,,
118,maryannbernad,naku,kwarantin,pala,yung,dalawa,uddud,kaya,pala,nagkukumahog,ang,mga,alipor,ni,aso,ky,kumareng,edita,eh,hindi,makalabau,,
119,dvvmovi,happi,birthday,talent,powerhous,aliaa,wait,join,happybirthdayaliabhatt,rrrmovi,rrr,,,,,,,,,,,,
120,want,request,btstwt,new,song,mostrequestedl,mostrequestl,hear,ftsia,make,hu,,,,,,,,,,,,
121,sebviaana,happi,bihdaaay,,,,,,,,,,,,,,,,,,,,
122,sadikrcfan,happi,birthday,aliaa,seetha,udeuddudeudd,ramcharan,ramaraju,fansnrrrmovienssrajamouli,sirudeuddudeuddudeuddneagerli,wait,seeu,,,,,,,,,,,
123,pimvipar,jennissta,ueueeueueueueueuedueueueueu,ueuebueueueueeueueueueueueeueueueuecueueueueueueueueueaueu,ueueueueueueueuedueueueueaueueueaueueueueueuebueuebueueueueaueueeueueueueueueueueueueeueueueu,ueueuedueueueueueueuebuedueueaueueueu,ueueuedueueu,,,,,,,,,,,,,,,,
124,friend,help,set,stream,captur,card,work,ya,girl,happi,doesnt,spend,uddud,,,,,,,,,,
125,happi,,,,,,,,,,,,,,,,,,,,,,
126,dvvmovi,happi,birthday,talent,powerhous,aliaa,wait,join,happybirthdayaliabhatt,rrrmovi,rrr,,,,,,,,,,,,
127,carrievogel,happi,birthday,davnerecaelum,quarantin,celebr,,,,,,,,,,,,,,,,,
128,qveenbri,happi,st,birthday,beauti,uufef,hillayanna,tougaloori,,,,,,,,,,,,,,,
129,galacticfer,gcb,binder,raffl,nium,buy,binder,want,away,happu,,,,,,,,,,,,,
130,hinahoshikuzu,happi,whitedaynnuducuaucubfueufcuebauubueudcnrtuuucauucubuddudcuddudcudcudffb,,,,,,,,,,,,,,,,,,,,
131,simonebil,amaz,right,thing,independ,investig,,,,,,,,,,,,,,,,,
132,udcudfhappi,saturday,mostrequestedl,request,bt,featsia,mostrequestliveuddudcenuddudccjungkookuddudccu,,,,,,,,,,,,,,,,
133,yooooo,,,,,,,,,,,,,,,,,,,,,,
134,foxkunkun,happi,white,day,ft,sylvgrid,udeudduddudcnfeh,,,,,,,,,,,,,,,,
135,smpjmth,serendip,make,jimin,happi,especi,heu,perform,look,love,smileudeudda,,,,,,,,,,,,
136,tonialegr,uddudcubeubcudfuccucdudududdudcnuddudcdayswithdanityuddudcnnhappi,proud,daniti,uddudeuddudeuddudenno,dull,momentsnmet,great,friend,mutuu,,,,,,,,,,,,,
137,bnnagguk,libur,bre,liburnium,ububb,happi,ntp,bukuud,gw,ada,di,loker,jajsjssjj,,,,,,,,,,
138,luckyaagaba,,,,,,,,,,,,,,,,,,,,,,
139,bunnyzhanxz,uddudc,happi,sunday,uddudcnnuu,xiaozhan,ueuebueueueueueueu,nueuebueueueueueueueuuxiaozhan,nuceucuc,seanxiao,ubueuaaufbubueuf,,,,,,,,,,,,
140,queendesonya,yuall,spent,ass,month,ruin,jordyn,life,nigga,yuall,cool,weirdo,activ,fr,,,,,,,,,
141,kthpantaleon,happi,bihday,ate,udeuddudcudf,,,,,,,,,,,,,,,,,,
142,im,religi,jimmi,motto,love,love,,,,,,,,,,,,,,,,,
143,kdoverfruk,udcudfdhappyuddudcdnewudcudfyearunuecaueuucufuauuauuuudueuuffuuduufuauuuueuuffudcuddebudcuddfudcuddecudcudd,,,,,,,,,,,,,,,,,,,,,
144,simonebil,amaz,right,thing,independ,investig,,,,,,,,,,,,,,,,,
145,amiellego,happi,bihday,,,,,,,,,,,,,,,,,,,,
146,just,trod,owna,road,happi,udeudd,,,,,,,,,,,,,,,,,
147,warrior,happi,birthday,,,,,,,,,,,,,,,,,,,,
148,chaaeriri,happi,birthday,rap,king,,,,,,,,,,,,,,,,,,
149,mewguifi,good,remind,happi,gulf,see,mew,play,drumsnni,lost,video,start,,,,,,,,,,,
150,fieurjaehyun,hate,men,nice,teeth,cu,smile,fuck,happi,misogyni,,,,,,,,,,,,,
151,jsombilon,hoyyudeudd,,,,,,,,,,,,,,,,,,,,,
152,wetvthailand,happi,birthday,cao,yuchen,udcudfnueueuedueueueeu,ueueueuedueueueueueueu,uebueueuedueeueuedueueueueueueueuecueueueueueueueueueuedueueueueueueueueueueueueuufefnnudcudfac,ueueueueueueuecueueueu,caoyuchen,ueueueueueueu,,,,,,,,,,,,
153,fawheverb,financi,stabl,genuin,happi,ultim,goal,,,,,,,,,,,,,,,,
154,ffurrystud,happi,bihday,uddudeuddud,,,,,,,,,,,,,,,,,,,
155,hurnenpvqph,feel,happi,meet,wonder,partner,lot,unknown,facesuddudeucufefudcudffubufefuuddudcabnuddudcfu,,,,,,,,,,,,,,
156,yungchoclatebar,come,big,account,make,tweet,,,,,,,,,,,,,,,,,
157,queendesonya,yuall,spent,ass,month,ruin,jordyn,life,nigga,yuall,cool,weirdo,activ,fr,,,,,,,,,
158,happi,th,anniversaryuddudcanubucucaudbucduaccucaubaubeucecubfubcucfubdnnuestthshowtimenucub,aron,ubucucaudb,nuest,,,,,,,,,,,,,,,,,
159,budaimao,elsanna,cassunzel,happi,white,dayuff,frozen,tangl,,,,,,,,,,,,,,,
160,andrewleepott,happi,say,just,won,uindepend,day,awardu,contribut,indi,film,make,starburst,internau,,,,,,,,,
161,astrounitedph,uddudcf,astro,cafe,updat,nnhappi,birthday,jinjinuddudccudcudfnnastro,ucucaudbubc,parkjinwo,jinjin,ubcuccucb,uccucc,offclastronucbubacucucducu,,,,,,,,,
162,usbtsarmi,happi,saturday,mostrequestl,uddudccnnit,amaz,hear,btstwt,ft,sia,play,mostrequestedlivu,,,,,,,,,,,
163,naokiwork,happi,white,dayunwhit,rose,youuddudcannin,japan,,,,,,,,,,,,,,,,
164,netkeiba,uhappi,birthday,japanes,legendunubuca,,,,,,,,,,,,,,,,,,
165,insansophia,livemythfreengurmeetramrahim,insan,teach,derasachasauda,live,myth,free,happi,,,,,,,,,,,,,,
166,queendesonya,yuall,spent,ass,month,ruin,jordyn,life,nigga,yuall,cool,weirdo,activ,fr,,,,,,,,,
167,bilderberggp,ium,brexit,doesnut,mean,canut,eat,halal,food,assum,brexit,happi,,,,,,,,,,,
168,catallunya,kalau,tak,mampu,buat,dia,happi,jangan,buat,dia,menangi,,,,,,,,,,,,
169,happi,bihday,favorit,babi,brother,udeuddaudeudd,,,,,,,,,,,,,,,,,
170,lwjribbon,ium,just,happi,lwj,blow,wwxu,regular,thatu,canon,,,,,,,,,,,,,
171,beingsalmankhan,happi,birthday,laal,singh,chaddha,aamirkhan,,,,,,,,,,,,,,,,
172,colebrax,happi,fridaytheth,,,,,,,,,,,,,,,,,,,,
173,rrrmovi,here,wish,best,phenomen,actor,charm,person,happi,birthday,aliaa,wait,ju,,,,,,,,,,
174,hurnenpvqph,akpolym,arigato,dear,anemo,uddudefudcudfi,happi,welcom,account,udcudfbest,wish,wonder,thursdayu,,,,,,,,,,
175,skolgriswold,johnmwellsiv,propos,peopl,im,just,say,fuck,easi,just,lu,,,,,,,,,,,,
176,ftlann,uc,macam,mana,nak,handl,toxic,peoplehat,ucnnthereu,need,handl,,,,,,,,,,,,
177,impeachii,ueueueuedueueueueu,ueueueueueueuedu,happi,birthday,ueuedueaueueuebueuedueueueueueaueueueueueueueuedueueueueueueueu,ueueeueueuedueuebueueueuea,ueue,ueueueueueueueueueueueueueueueueue,uddud,uebueueueueueueueueuedueueuedueueueueueu,,,,,,,,,,,,
178,arghlici,yung,weak,ko,wag,mo,pakita,damn,uddudedudeudd,,,,,,,,,,,,,,
179,etherealj,happi,uufef,day,udeudddnuccuc,jisung,nct,nctdream,,,,,,,,,,,,,,,
180,seanchuckl,happi,bihday,gryffindor,quidditch,team,captain,uufefudeudda,,,,,,,,,,,,,,,
181,ium,glad,met,guy,,,,,,,,,,,,,,,,,,,
182,freedom,udeuddattn,patriot,friendsudeuddnnpleaseuddudef,join,freedom,wish,ubilam,udcudfhappi,birthdayudcudf,taggingudduddfudcuddfaudcuddf,patriot,friend,tou,,,,,,,,,
183,mantraminer,welcom,happi,placeuddudceu,,,,,,,,,,,,,,,,,,,
184,ughmot,happi,bihday,udeuddd,,,,,,,,,,,,,,,,,,,
185,leejenxnct,siyaap,vano,juga,yaa,happi,sunday,,,,,,,,,,,,,,,,
186,igaaxdpmlx,good,morningndaddi,mommynudcudfeudcudfeudcudfeudcudfenwish,happi,healthi,daynwddom,npavelphoom,nueeueueueueueeueue,pavelphu,,,,,,,,,,,,,
187,simonebil,amaz,right,thing,independ,investig,,,,,,,,,,,,,,,,,
188,pockiyrj,wish,,,,,,,,,,,,,,,,,,,,,
189,michellegrand,uddude,post,sexi,girl,happi,saterday,udcudf,,,,,,,,,,,,,,,
190,kofallstar,uffcuhappi,birthday,ucueaufcufbudcuacufcucuufffnnuecaueuueufkofasuuduucueaufcudeueeueuaufueudcudfuffnuueufubuuuucuuabuuufuucueaufcuffnuffueuaufucuaubuufufueuduecubcufucuucbuufueubuaufffnnufuauuuucueaufcueuaufueuauduuueuuu,,,,,,,,,,,,,,,,,,,
191,simonebil,amaz,right,thing,independ,investig,,,,,,,,,,,,,,,,,
192,wetvthailand,happi,birthday,cao,yuchen,udcudfnueueuedueueueeu,ueueueuedueueueueueueu,uebueueuedueeueuedueueueueueueueuecueueueueueueueueueuedueueueueueueueueueueueueuufefnnudcudfac,ueueueueueueuecueueueu,caoyuchen,ueueueueueueu,,,,,,,,,,,,
193,chizmaga,konel,seen,proof,life,rgb,monthsnni,dont,wish,harm,thinku,,,,,,,,,,,,
194,toxic,shit,old,grown,af,,,,,,,,,,,,,,,,,,
195,cihuy,ketemu,ya,shane,uddudcb,,,,,,,,,,,,,,,,,,
196,nelsondirector,adada,ithuveraya,pochuda,uddudeudeudda,vazhthuk,uddudeuddudcudeuddsivakartikeyan,chennaitimestoi,,,,,,,,,,,,,,,
197,noinoith,happi,th,anniversari,ltnto,infinit,happinessnnubucucaudbucduaccucaubaubeucecubfubcucfubdnnuestthshowtim,,,,,,,,,,,,,,,,
198,smpjmth,serendip,make,jimin,happi,especi,heu,perform,look,love,smileudeudda,,,,,,,,,,,,
199,simonebil,amaz,right,thing,independ,investig,,,,,,,,,,,,,,,,,
200,simonebil,amaz,right,thing,independ,investig,,,,,,,,,,,,,,,,,
201,maskedvillian,custom,ask,dont,look,happi,said,tough,day,custom,say,lot,peou,,,,,,,,,,
202,happi,bday,ashi,girl,uudeuddd,,,,,,,,,,,,,,,,,,
203,sooyoungle,uni,know,itnther,reasonnto,happynandnch,end,lifenisnalway,tu,,,,,,,,,,,,,,
